[2026-06-22 21:10:24] ======================================================================
[2026-06-22 21:10:29] Reclassified product 97 'Gardenia White Bread': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:10:29] Reclassified product 98 'Multigrain Bread': Dairy & Bakery -> Bakery | Confidence: 1.00
[2026-06-22 21:10:29] FIXED misclassified product 99 'Dairy Milk Silk': Snacks -> Dairy
[2026-06-22 21:10:29] Reclassified product 107 'Organic Tomatoes': Fruits & Vegetables -> Vegetables | Confidence: 0.20
[2026-06-22 21:10:29] Reclassified product 108 'Organic Onions': Fruits & Vegetables -> Vegetables | Confidence: 0.20
[2026-06-22 21:10:29] Reclassified product 109 'Organic Carrots': Fruits & Vegetables -> Vegetables | Confidence: 0.20
[2026-06-22 21:10:29] Reclassified product 110 'Organic Capsicum': Fruits & Vegetables -> Vegetables | Confidence: 0.60
[2026-06-22 21:10:29] Reclassified product 111 'Britannia Pineapple Cake': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:10:29] Reclassified product 112 'Britannia Chocolate Cake': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:10:29] Reclassified product 113 'Muffins (Blueberry)': Dairy & Bakery -> Fruits | Confidence: 0.50
[2026-06-22 21:10:29] Reclassified product 114 'Black Forest Pastry': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:10:29] Reclassified product 123 'Mango Alphonso': Fruits & Vegetables -> Fruits | Confidence: 0.90
[2026-06-22 21:10:30] Reclassified product 124 'Watermelon': Fruits & Vegetables -> Fruits | Confidence: 0.52
[2026-06-22 21:10:30] Reclassified product 125 'Papaya': Fruits & Vegetables -> Fruits | Confidence: 0.52
[2026-06-22 21:10:30] Reclassified product 126 'Pomegranate': Fruits & Vegetables -> Fruits | Confidence: 0.52
[2026-06-22 21:10:30] Reclassified product 127 'Parle-G Gold': Dairy & Bakery -> Bakery | Confidence: 2.08
[2026-06-22 21:10:30] Reclassified product 128 'Britannia Good Day': Dairy & Bakery -> Dairy | Confidence: 1.69
[2026-06-22 21:10:30] Reclassified product 129 'Oreo Original': Dairy & Bakery -> Bakery | Confidence: 0.60
[2026-06-22 21:10:30] Reclassified product 130 'Hide & Seek': Dairy & Bakery -> Bakery | Confidence: 0.58
[2026-06-22 21:10:30] Reclassified product 131 'Fresh Mango': Fruits -> Fruits | Confidence: 0.56
[2026-06-22 21:10:30] Reclassified product 132 'Green Grapes': Fruits -> Fruits | Confidence: 0.56
[2026-06-22 21:10:30] Created new category: Grocery & Staples
[2026-06-22 21:10:30] Reclassified product 133 'Basmati Rice': Grains -> Grocery & Staples | Confidence: 1.12
[2026-06-22 21:10:30] Reclassified product 134 'Whole Wheat Atta': Grains -> Grocery & Staples | Confidence: 0.64
[2026-06-22 21:10:30] Reclassified product 135 'Rolled Oats': Grains -> Grocery & Staples | Confidence: 1.01
[2026-06-22 21:10:30] Reclassified product 136 'Brown Rice': Grains -> Grocery & Staples | Confidence: 1.12
[2026-06-22 21:10:30] Reclassified product 137 'Fresh Potato': Vegetables -> Vegetables | Confidence: 0.56
[2026-06-22 21:10:30] Reclassified product 138 'Fresh Carrot': Vegetables -> Vegetables | Confidence: 0.56
[2026-06-22 21:11:17] ======================================================================
[2026-06-22 21:11:17] CLASSIFICATION RUN STARTED (DRY RUN)
[2026-06-22 21:11:17] ======================================================================
[2026-06-22 21:11:17] Total products to scan: 137
[2026-06-22 21:11:17] Reclassified product 1 'Fresh Apple': Fruits -> Fruits | Confidence: 0.59
[2026-06-22 21:11:17] Reclassified product 2 'Banana': Fruits -> Fruits | Confidence: 0.61
[2026-06-22 21:11:17] Reclassified product 3 'Onion': Vegetables -> Vegetables | Confidence: 0.61
[2026-06-22 21:11:17] Reclassified product 4 'Tomato': Vegetables -> Vegetables | Confidence: 1.15
[2026-06-22 21:11:17] Reclassified product 5 'Milk': Dairy -> Dairy | Confidence: 2.68
[2026-06-22 21:11:17] Reclassified product 6 'Butter': Dairy -> Dairy | Confidence: 2.50
[2026-06-22 21:11:17] Reclassified product 7 'Marie Gold': Snacks -> Bakery | Confidence: 0.52
[2026-06-22 21:11:17] Reclassified product 8 'Jim Jam': Snacks -> Bakery | Confidence: 0.52
[2026-06-22 21:11:17] Reclassified product 9 'Bourbon': Snacks -> Bakery | Confidence: 0.55
[2026-06-22 21:11:17] Reclassified product 10 'Nice Time': Snacks -> Bakery | Confidence: 0.52
[2026-06-22 21:11:18] Reclassified product 30 'Fanta Orange': Beverages -> Fruits | Confidence: 0.52
[2026-06-22 21:11:18] Reclassified product 41 'Sweet Oranges': Fruits & Vegetables -> Fruits | Confidence: 0.20
[2026-06-22 21:11:18] Reclassified product 42 'Fresh Grapes (Green)': Fruits & Vegetables -> Fruits | Confidence: 0.48
[2026-06-22 21:11:18] Reclassified product 43 'Amul Full Cream Milk': Dairy & Bakery -> Dairy | Confidence: 2.80
[2026-06-22 21:11:18] Reclassified product 44 'Amul Taaza Milk': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:11:19] Reclassified product 45 'Amul Gold Milk': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:11:19] Reclassified product 46 'Nestle A+ Milk': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:11:19] Reclassified product 47 'Nivea Soft Cream': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:11:19] Reclassified product 48 'Vaseline Petroleum Jelly': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:11:19] Reclassified product 50 'Himalaya Face Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:11:19] Reclassified product 51 'Amul Cheese Slices': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:11:19] Reclassified product 52 'Amul Mozzarella Cheese': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:11:19] Reclassified product 53 'Britannia Cheese Block': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:11:19] Reclassified product 54 'Amul Cream Cheese': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:11:19] Reclassified product 59 'Head & Shoulders Shampoo': Personal Care -> Personal Care | Confidence: 1.97
[2026-06-22 21:11:19] Reclassified product 60 'Dove Hair Conditioner': Personal Care -> Personal Care | Confidence: 2.38
[2026-06-22 21:11:19] Reclassified product 61 'Parachute Coconut Oil': Personal Care -> Fruits | Confidence: 0.49
[2026-06-22 21:11:19] Reclassified product 66 'Real Mixed Fruit': Beverages -> Beverages | Confidence: 1.50
[2026-06-22 21:11:19] Reclassified product 67 'Fresh Spinach (Palak)': Fruits & Vegetables -> Vegetables | Confidence: 0.87
[2026-06-22 21:11:19] Reclassified product 68 'Fenugreek Leaves (Methi)': Fruits & Vegetables -> Vegetables | Confidence: 0.87
[2026-06-22 21:11:20] Reclassified product 69 'Coriander Leaves (Dhaniya)': Fruits & Vegetables -> Vegetables | Confidence: 0.87
[2026-06-22 21:11:20] Reclassified product 70 'Curry Leaves (Kadi Patta)': Fruits & Vegetables -> Vegetables | Confidence: 0.93
[2026-06-22 21:11:20] Reclassified product 72 'Amul Garlic Butter': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:11:20] Reclassified product 73 'Nutralite Butter': Dairy & Bakery -> Dairy | Confidence: 0.60
[2026-06-22 21:11:20] Reclassified product 74 'Amul Cooking Butter': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:11:20] Reclassified product 75 'Avocado (Imported)': Fruits & Vegetables -> Fruits | Confidence: 0.50
[2026-06-22 21:11:20] Reclassified product 76 'Kiwi': Fruits & Vegetables -> Fruits | Confidence: 0.51
[2026-06-22 21:11:20] Reclassified product 77 'Dragon Fruit': Fruits & Vegetables -> Fruits | Confidence: 1.00
[2026-06-22 21:11:20] Reclassified product 80 'Butter Paper': Household -> Dairy | Confidence: 0.52
[2026-06-22 21:11:20] Reclassified product 82 'Kitchen Sponge (Pack)': Household -> Household | Confidence: 0.60
[2026-06-22 21:11:20] Reclassified product 83 'Colgate Strong Teeth': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:11:20] Reclassified product 84 'Pepsodent Germi Check': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:11:20] Reclassified product 85 'Oral-B Toothbrush': Personal Care -> Personal Care | Confidence: 0.49
[2026-06-22 21:11:20] Reclassified product 86 'Listerine Mouthwash': Personal Care -> Personal Care | Confidence: 0.51
[2026-06-22 21:11:20] Reclassified product 87 'Harpic Toilet Cleaner': Household -> Household | Confidence: 2.40
[2026-06-22 21:11:20] Reclassified product 88 'Domex Floor Cleaner': Household -> Household | Confidence: 2.40
[2026-06-22 21:11:20] Reclassified product 89 'Bathroom Air Freshener': Household -> Household | Confidence: 0.60
[2026-06-22 21:11:20] Reclassified product 91 'Dove Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:11:20] Reclassified product 92 'Pears Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:11:20] Reclassified product 93 'Nivea Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:11:20] Reclassified product 94 'Lux Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:11:20] Reclassified product 95 'Britannia Brown Bread': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:11:20] Reclassified product 96 'Britannia Fruit Bread': Dairy & Bakery -> Dairy | Confidence: 0.51
[2026-06-22 21:11:20] Reclassified product 97 'Gardenia White Bread': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:11:20] Reclassified product 98 'Multigrain Bread': Dairy & Bakery -> Bakery | Confidence: 1.00
[2026-06-22 21:11:20] FIXED misclassified product 99 'Dairy Milk Silk': Snacks -> Dairy
[2026-06-22 21:11:21] Reclassified product 107 'Organic Tomatoes': Fruits & Vegetables -> Vegetables | Confidence: 0.20
[2026-06-22 21:11:21] Reclassified product 108 'Organic Onions': Fruits & Vegetables -> Vegetables | Confidence: 0.20
[2026-06-22 21:11:21] Reclassified product 109 'Organic Carrots': Fruits & Vegetables -> Vegetables | Confidence: 0.20
[2026-06-22 21:11:21] Reclassified product 110 'Organic Capsicum': Fruits & Vegetables -> Vegetables | Confidence: 0.60
[2026-06-22 21:11:21] Reclassified product 111 'Britannia Pineapple Cake': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:11:21] Reclassified product 112 'Britannia Chocolate Cake': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:11:21] Reclassified product 113 'Muffins (Blueberry)': Dairy & Bakery -> Fruits | Confidence: 0.50
[2026-06-22 21:11:21] Reclassified product 114 'Black Forest Pastry': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:11:21] Reclassified product 123 'Mango Alphonso': Fruits & Vegetables -> Fruits | Confidence: 0.90
[2026-06-22 21:11:21] Reclassified product 124 'Watermelon': Fruits & Vegetables -> Fruits | Confidence: 0.52
[2026-06-22 21:11:21] Reclassified product 125 'Papaya': Fruits & Vegetables -> Fruits | Confidence: 0.52
[2026-06-22 21:11:21] Reclassified product 126 'Pomegranate': Fruits & Vegetables -> Fruits | Confidence: 0.52
[2026-06-22 21:11:21] Reclassified product 127 'Parle-G Gold': Dairy & Bakery -> Bakery | Confidence: 2.08
[2026-06-22 21:11:21] Reclassified product 128 'Britannia Good Day': Dairy & Bakery -> Dairy | Confidence: 1.69
[2026-06-22 21:11:21] Reclassified product 129 'Oreo Original': Dairy & Bakery -> Bakery | Confidence: 0.60
[2026-06-22 21:11:22] Reclassified product 130 'Hide & Seek': Dairy & Bakery -> Bakery | Confidence: 0.58
[2026-06-22 21:11:22] Reclassified product 131 'Fresh Mango': Fruits -> Fruits | Confidence: 0.56
[2026-06-22 21:11:22] Reclassified product 132 'Green Grapes': Fruits -> Fruits | Confidence: 0.56
[2026-06-22 21:11:22] Reclassified product 133 'Basmati Rice': Grains -> Grocery & Staples | Confidence: 1.12
[2026-06-22 21:11:22] Reclassified product 134 'Whole Wheat Atta': Grains -> Grocery & Staples | Confidence: 0.64
[2026-06-22 21:11:22] Reclassified product 135 'Rolled Oats': Grains -> Grocery & Staples | Confidence: 1.01
[2026-06-22 21:11:22] Reclassified product 136 'Brown Rice': Grains -> Grocery & Staples | Confidence: 1.12
[2026-06-22 21:11:22] Reclassified product 137 'Fresh Potato': Vegetables -> Vegetables | Confidence: 0.56
[2026-06-22 21:11:22] Reclassified product 138 'Fresh Carrot': Vegetables -> Vegetables | Confidence: 0.56
[2026-06-22 21:11:22] ----------------------------------------------------------------------
[2026-06-22 21:11:22] Products Scanned: 137 | Categories Found: 9 | New Categories Created: 0 | Categorized Successfully: 132 | Manual Review Needed: 5
[2026-06-22 21:11:22] CLASSIFICATION RUN COMPLETED (DRY RUN)
[2026-06-22 21:11:22] ======================================================================
[2026-06-22 21:12:19] ======================================================================
[2026-06-22 21:12:19] CLASSIFICATION RUN STARTED (DRY RUN)
[2026-06-22 21:12:19] ======================================================================
[2026-06-22 21:12:19] Total products to scan: 137
[2026-06-22 21:12:19] Reclassified product 1 'Fresh Apple': Fruits -> Fruits | Confidence: 0.59
[2026-06-22 21:12:19] Reclassified product 2 'Banana': Fruits -> Fruits | Confidence: 0.61
[2026-06-22 21:12:19] Reclassified product 3 'Onion': Vegetables -> Vegetables | Confidence: 0.61
[2026-06-22 21:12:19] Reclassified product 4 'Tomato': Vegetables -> Vegetables | Confidence: 1.15
[2026-06-22 21:12:19] Reclassified product 5 'Milk': Dairy -> Dairy | Confidence: 2.68
[2026-06-22 21:12:19] Reclassified product 6 'Butter': Dairy -> Dairy | Confidence: 2.50
[2026-06-22 21:12:19] Reclassified product 7 'Marie Gold': Snacks -> Bakery | Confidence: 0.52
[2026-06-22 21:12:19] Reclassified product 8 'Jim Jam': Snacks -> Bakery | Confidence: 0.52
[2026-06-22 21:12:19] Reclassified product 9 'Bourbon': Snacks -> Bakery | Confidence: 0.55
[2026-06-22 21:12:19] Reclassified product 10 'Nice Time': Snacks -> Bakery | Confidence: 0.52
[2026-06-22 21:12:21] Reclassified product 30 'Fanta Orange': Beverages -> Fruits | Confidence: 0.52
[2026-06-22 21:12:21] Reclassified product 39 'Premium Apples (Shimla)': Fruits & Vegetables -> Fruits | Confidence: 0.96
[2026-06-22 21:12:22] Reclassified product 40 'Bananas (Robusta)': Fruits & Vegetables -> Fruits | Confidence: 1.00
[2026-06-22 21:12:22] Reclassified product 41 'Sweet Oranges': Fruits & Vegetables -> Fruits | Confidence: 1.10
[2026-06-22 21:12:22] Reclassified product 42 'Fresh Grapes (Green)': Fruits & Vegetables -> Fruits | Confidence: 0.96
[2026-06-22 21:12:22] Reclassified product 43 'Amul Full Cream Milk': Dairy & Bakery -> Dairy | Confidence: 2.80
[2026-06-22 21:12:22] Reclassified product 44 'Amul Taaza Milk': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:12:22] Reclassified product 45 'Amul Gold Milk': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:12:22] Reclassified product 46 'Nestle A+ Milk': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:12:22] Reclassified product 47 'Nivea Soft Cream': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:12:22] Reclassified product 48 'Vaseline Petroleum Jelly': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:12:22] Reclassified product 50 'Himalaya Face Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:12:22] Reclassified product 51 'Amul Cheese Slices': Dairy & Bakery -> Dairy | Confidence: 2.08
